"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,10,04:23:00,04:23:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,04:37:00,04:37:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,10,04:44:00,04:44:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,04:57:00,04:57:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,05:04:00,05:04:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,05:09:00,05:09:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,05:17:00,05:17:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,05:17:00,05:17:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,05:23:00,05:23:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,05:30:00,05:30:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,05:32:00,05:32:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,05:37:00,05:37:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,05:43:00,05:43:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,05:50:00,05:50:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,05:52:00,05:52:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,05:55:00,05:55:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:03:00,06:03:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,06:04:00,06:04:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,10,06:06:00,06:06:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:07:00,06:07:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,06:12:00,06:12:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:19:00,06:19:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,06:20:00,06:20:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:23:00,06:23:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,10,06:26:00,06:26:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:31:00,06:31:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,06:31:00,06:31:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,06:40:00,06:40:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,06:42:00,06:42:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:43:00,06:43:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,06:54:00,06:54:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,06:55:00,06:55:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:00:00,07:00:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:03:00,07:03:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:06:00,07:06:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:07:00,07:07:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,20,07:18:00,07:18:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:19:00,07:19:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:20:00,07:20:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:23:00,07:23:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:30:00,07:30:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:31:00,07:31:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:40:00,07:40:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:42:00,07:42:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:43:00,07:43:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,07:54:00,07:54:00
"EMERSON PARK","MAPLEWOOD METROLINK STATION",FFFF00,2,3,07:55:00,07:55:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:00:00,08:00:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:03:00,08:03:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:06:00,08:06:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:07:00,08:07:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:18:00,08:18:00
"EMERSON PARK","MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:19:00,08:19:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:20:00,08:20:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:23:00,08:23:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:30:00,08:30:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:31:00,08:31:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:40:00,08:40:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:42:00,08:42:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:43:00,08:43:00
GRAND,"MAPLEWOOD METROLINK STATION",FFFF00,2,3,08:49:00,08:49:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,08:54:00,08:54:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,09:00:00,09:00:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,09:03:00,09:03:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,09:04:00,09:04:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,09:06:00,09:06:00
GRAND,"MAPLEWOOD METROLINK STATION",FFFF00,2,3,09:09:00,09:09:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,09:18:00,09:18:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,09:20:00,09:20:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,09:23:00,09:23:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,09:36:00,09:36:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,09:40:00,09:40:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,09:43:00,09:43:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,10:00:00,10:00:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,10:03:00,10:03:00
"SHREWSBURY LANSDOWNE I-44","MAPLEWOOD METROLINK STATION",FFFF00,2,22,10:20:00,10:20:00
"FAIRVIEW HEIGHTS","MAPLEWOOD METROLINK STATION",FFFF00,2,3,10:23:00,10:23:00
