"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,11,04:16:00,04:16:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,04:21:00,04:21:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,11,04:36:00,04:36:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,04:41:00,04:41:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,21,04:55:00,04:55:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:01:00,05:01:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,21,05:02:00,05:02:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:07:00,05:07:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,21,05:15:00,05:15:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:20:00,05:20:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,21,05:22:00,05:22:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:27:00,05:27:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,05:28:00,05:28:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,21,05:42:00,05:42:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:43:00,05:43:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:47:00,05:47:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,05:48:00,05:48:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,05:55:00,05:55:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,21,06:02:00,06:02:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,11,06:02:00,06:02:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:07:00,06:07:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:07:00,06:07:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:08:00,06:08:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:16:00,06:16:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:19:00,06:19:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,11,06:23:00,06:23:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:27:00,06:27:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:28:00,06:28:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:31:00,06:31:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:36:00,06:36:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:42:00,06:42:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:43:00,06:43:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:47:00,06:47:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:54:00,06:54:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,06:55:00,06:55:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,06:56:00,06:56:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,07:06:00,07:06:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,07:07:00,07:07:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,07:16:00,07:16:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,07:18:00,07:18:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,07:19:00,07:19:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,07:27:00,07:27:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,07:30:00,07:30:00
"SHILOH SCOTT","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,1,07:31:00,07:31:00
"LAMBERT AIRPORT TERMINAL #1","LAMBERT MAIN TRML METROLINK STATION",FFFF00,2,28,07:36:00,07:36:00
